name,price,new_name,First_Name,Last_Name,New_Price,above_100
Timothy Edwards,81.67278510424731,Timothy Edwards,Timothy,Edwards,81.67,
Michael Knight,277.5810249239214,Michael Knight,Michael,Knight,277.58,True
Nicolas Ray,273.9739681982772,Nicolas Ray,Nicolas,Ray,273.97,True
Tracy Butler,103.69488181251094,Tracy Butler,Tracy,Butler,103.69,True
Brian Novak,133.5788200163277,Brian Novak,Brian,Novak,133.58,True
Thomas Burton,177.8040248252671,Thomas Burton,Thomas,Burton,177.8,True
Mario Humphrey,297.099626353308,Mario Humphrey,Mario,Humphrey,297.1,True
Kelly Mcdonald,93.87930236320929,Kelly Mcdonald,Kelly,Mcdonald,93.88,
Melinda Smith,30.95738552108223,Melinda Smith,Melinda,Smith,30.96,
Emily Sanchez,128.01508204016213,Emily Sanchez,Emily,Sanchez,128.02,True
Dana Vega,217.61127572290647,Dana Vega,Dana,Vega,217.61,True
Jessica Cortez,207.01100837629008,Jessica Cortez,Jessica,Cortez,207.01,True
Kelly Olson,90.15307177317369,Kelly Olson,Kelly,Olson,90.15,
Timothy Gallegos Jr.,34.24451134858746,Timothy Gallegos Jr.,Timothy,Gallegos,34.24,
Jonathan Cummings,283.0731790795525,Jonathan Cummings,Jonathan,Cummings,283.07,True
Steven Johnson,143.49478032382018,Steven Johnson,Steven,Johnson,143.49,True
Christopher Sullivan,246.84695463433053,Christopher Sullivan,Christopher,Sullivan,246.85,True
Kimberly Garcia,237.28690896649817,Kimberly Garcia,Kimberly,Garcia,237.29,True
Michael Nguyen,61.21337177564274,Michael Nguyen,Michael,Nguyen,61.21,
Kevin Foster,144.64433165963376,Kevin Foster,Kevin,Foster,144.64,True
Jennifer Preston,10.596854803940037,Jennifer Preston,Jennifer,Preston,10.6,
Mary Chapman,22.756581565809746,Mary Chapman,Mary,Chapman,22.76,
Marc Collins,277.82761224319006,Marc Collins,Marc,Collins,277.83,True
Amber Sims,35.1033677367142,Amber Sims,Amber,Sims,35.1,
Shawn Kennedy,234.34444133409409,Shawn Kennedy,Shawn,Kennedy,234.34,True
Christine Farmer,149.52141610208358,Christine Farmer,Christine,Farmer,149.52,True
Pam Martinez,31.567432394387797,Pam Martinez,Pam,Martinez,31.57,
Lisa Thompson,286.89306701894117,Lisa Thompson,Lisa,Thompson,286.89,True
John Bennett,87.6898142609696,John Bennett,John,Bennett,87.69,
Ronald Dixon,188.6288002169394,Ronald Dixon,Ronald,Dixon,188.63,True
Paul Peterson,294.49318490082607,Paul Peterson,Paul,Peterson,294.49,True
Carrie Jones,0.752018956850653,Carrie Jones,Carrie,Jones,0.75,
Tiffany Carrillo,141.16193983337928,Tiffany Carrillo,Tiffany,Carrillo,141.16,True
Katie Hanna,44.055646431137724,Katie Hanna,Katie,Hanna,44.06,
Seth Villanueva,58.94782805081443,Seth Villanueva,Seth,Villanueva,58.95,
Donna Lewis,136.06211867403914,Donna Lewis,Donna,Lewis,136.06,True
Tina Hunter,191.81806645722241,Tina Hunter,Tina,Hunter,191.82,True
Sheri Beck,177.5338015295279,Sheri Beck,Sheri,Beck,177.53,True
Kristen Hall,118.2532240601355,Kristen Hall,Kristen,Hall,118.25,True
Douglas Morgan,104.65782158224528,Douglas Morgan,Douglas,Morgan,104.66,True
Zachary Miller,219.62210642285652,Zachary Miller,Zachary,Miller,219.62,True
Teresa Collins,125.31429557637732,Teresa Collins,Teresa,Collins,125.31,True
Devon Roberts,257.0649969677411,Devon Roberts,Devon,Roberts,257.06,True
Amy Gray,87.68906217602645,Amy Gray,Amy,Gray,87.69,
Tracy Wagner,80.41036548969198,Tracy Wagner,Tracy,Wagner,80.41,
Eric West,220.81657380676018,Eric West,Eric,West,220.82,True
Denise Harper,239.36302611595292,Denise Harper,Denise,Harper,239.36,True
Brianna Richards,145.7938647785864,Brianna Richards,Brianna,Richards,145.79,True
Shirley Garcia,105.52581623482978,Shirley Garcia,Shirley,Garcia,105.53,True
James Byrd,233.91933049657595,James Byrd,James,Byrd,233.92,True
Krista Mata,41.271859781845315,Krista Mata,Krista,Mata,41.27,
Vernon Gomez,198.37596412006226,Vernon Gomez,Vernon,Gomez,198.38,True
John Gilbert,29.86956495761233,John Gilbert,John,Gilbert,29.87,
Alicia Medina,157.7823176035899,Alicia Medina,Alicia,Medina,157.78,True
Vanessa Campbell,48.407332462566146,Vanessa Campbell,Vanessa,Campbell,48.41,
Pamela Berg,200.25798653496395,Pamela Berg,Pamela,Berg,200.26,True
Michael Reilly,40.37878652066517,Michael Reilly,Michael,Reilly,40.38,
Thomas Austin,206.55526780743526,Thomas Austin,Thomas,Austin,206.56,True
Alejandra Martinez,299.59550795507784,Alejandra Martinez,Alejandra,Martinez,299.6,True
Lindsey Powers,144.7441558955031,Lindsey Powers,Lindsey,Powers,144.74,True
Jacqueline Sawyer,279.9313523457492,Jacqueline Sawyer,Jacqueline,Sawyer,279.93,True
Nancy Wilkins,94.51742416572321,Nancy Wilkins,Nancy,Wilkins,94.52,
Shane White,219.88014386463556,Shane White,Shane,White,219.88,True
Daniel Rivas,130.12521960890678,Daniel Rivas,Daniel,Rivas,130.13,True
Andrew Medina,223.1724053681681,Andrew Medina,Andrew,Medina,223.17,True
Donald Carson,176.62684078355787,Donald Carson,Donald,Carson,176.63,True
Jason Hamilton,223.80734214949533,Jason Hamilton,Jason,Hamilton,223.81,True
Mark Perez,32.233465174431814,Mark Perez,Mark,Perez,32.23,
Christina Mann,49.62966498287749,Christina Mann,Christina,Mann,49.63,
Matthew Miller,215.43422336794018,Matthew Miller,Matthew,Miller,215.43,True
Nicholas Mccarthy,53.42571189586617,Nicholas Mccarthy,Nicholas,Mccarthy,53.43,
John Barnett,105.20549491758236,John Barnett,John,Barnett,105.21,True
Paige Hudson,46.07679428706359,Paige Hudson,Paige,Hudson,46.08,
Dr. Edward Marshall MD,248.28591658060458,Edward Marshall MD,Edward,Marshall,248.29,True
Gina Higgins,41.632091550113955,Gina Higgins,Gina,Higgins,41.63,
Linda Ellis,239.18067340610665,Linda Ellis,Linda,Ellis,239.18,True
Daniel Wade,8.8064780223987,Daniel Wade,Daniel,Wade,8.81,
Jessica Weiss,2.3889866214819704,Jessica Weiss,Jessica,Weiss,2.39,
Erik Aguilar,148.07441346451344,Erik Aguilar,Erik,Aguilar,148.07,True
Mr. Gregg Baker,161.5102410313624,Gregg Baker,Gregg,Baker,161.51,True
Bradley Compton,109.18357911701706,Bradley Compton,Bradley,Compton,109.18,True
Timothy Sanders,99.61045295612116,Timothy Sanders,Timothy,Sanders,99.61,
Steve Mccall,256.1030697827585,Steve Mccall,Steve,Mccall,256.1,True
Thomas Hull,47.49049224570919,Thomas Hull,Thomas,Hull,47.49,
Carla Cunningham,25.427707242513094,Carla Cunningham,Carla,Cunningham,25.43,
Rachel Sullivan,36.80706269688015,Rachel Sullivan,Rachel,Sullivan,36.81,
Latoya Little,57.42486685288079,Latoya Little,Latoya,Little,57.42,
Sarah Harvey,158.70926514234944,Sarah Harvey,Sarah,Harvey,158.71,True
Kayla Wright,83.15242903727813,Kayla Wright,Kayla,Wright,83.15,
Andrew Tanner,220.5286620024363,Andrew Tanner,Andrew,Tanner,220.53,True
Aaron Hansen,258.8640526143124,Aaron Hansen,Aaron,Hansen,258.86,True
Hunter Atkinson,209.4582126662071,Hunter Atkinson,Hunter,Atkinson,209.46,True
Richard Williams,186.80672283203387,Richard Williams,Richard,Williams,186.81,True
Frank Martinez,200.21542188180283,Frank Martinez,Frank,Martinez,200.22,True
Timothy Burns,41.18516716059766,Timothy Burns,Timothy,Burns,41.19,
Melissa Ortiz,279.0138003495303,Melissa Ortiz,Melissa,Ortiz,279.01,True
Henry White DDS,199.24778503431472,Henry White DDS,Henry,White,199.25,True
Amanda Mccoy,114.35576817944849,Amanda Mccoy,Amanda,Mccoy,114.36,True
Pamela Cox,262.04373784424104,Pamela Cox,Pamela,Cox,262.04,True
Linda Ray,250.79890913168117,Linda Ray,Linda,Ray,250.8,True
Brooke Hernandez,52.93529633381069,Brooke Hernandez,Brooke,Hernandez,52.94,
Lisa Livingston,142.72591557168224,Lisa Livingston,Lisa,Livingston,142.73,True
Eugene Mason,222.91146049617146,Eugene Mason,Eugene,Mason,222.91,True
Stephen Reid,34.16935529669176,Stephen Reid,Stephen,Reid,34.17,
Kevin Landry,193.60915677732586,Kevin Landry,Kevin,Landry,193.61,True
Jamie Porter,258.2181926947717,Jamie Porter,Jamie,Porter,258.22,True
Daniel Cunningham,179.37034406257214,Daniel Cunningham,Daniel,Cunningham,179.37,True
Victor Marsh,219.97577914912975,Victor Marsh,Victor,Marsh,219.98,True
Mr. Ryan Rodriguez,71.20559309258333,Ryan Rodriguez,Ryan,Rodriguez,71.21,
Brittany Bradley,246.93954187285416,Brittany Bradley,Brittany,Bradley,246.94,True
Amy Wallace,98.62126665980101,Amy Wallace,Amy,Wallace,98.62,
Alex Smith,196.545805662926,Alex Smith,Alex,Smith,196.55,True
Timothy King,28.041415904367096,Timothy King,Timothy,King,28.04,
Charles Jennings,79.81066083385505,Charles Jennings,Charles,Jennings,79.81,
Jessica Vargas,21.421519507163698,Jessica Vargas,Jessica,Vargas,21.42,
Jacqueline Briggs,18.13293515539587,Jacqueline Briggs,Jacqueline,Briggs,18.13,
Laurie Gonzales,195.17595652030545,Laurie Gonzales,Laurie,Gonzales,195.18,True
Olivia Clark,107.63494902155128,Olivia Clark,Olivia,Clark,107.63,True
Donald Molina,12.897692750027002,Donald Molina,Donald,Molina,12.9,
Ricky Allen,257.97620379533254,Ricky Allen,Ricky,Allen,257.98,True
Catherine Rodriguez,185.24949379052032,Catherine Rodriguez,Catherine,Rodriguez,185.25,True
Mr. Daniel Torres,59.36058846747737,Daniel Torres,Daniel,Torres,59.36,
David Shepherd,146.50419996277236,David Shepherd,David,Shepherd,146.5,True
Jonathan Hansen,65.38248265266627,Jonathan Hansen,Jonathan,Hansen,65.38,
Benjamin Griffin,262.1081441875032,Benjamin Griffin,Benjamin,Griffin,262.11,True
Tracey Hess,102.85650447260548,Tracey Hess,Tracey,Hess,102.86,True
Victoria Walker,283.149238124044,Victoria Walker,Victoria,Walker,283.15,True
Cathy Carney,266.4430678497054,Cathy Carney,Cathy,Carney,266.44,True
John Gibbs,218.52750942245285,John Gibbs,John,Gibbs,218.53,True
Angela Torres,198.8912726086003,Angela Torres,Angela,Torres,198.89,True
Harold Glover,164.1593220194496,Harold Glover,Harold,Glover,164.16,True
Dawn Myers,126.8632370239876,Dawn Myers,Dawn,Myers,126.86,True
Ashley Spencer,199.29221356810226,Ashley Spencer,Ashley,Spencer,199.29,True
Mary Walters,134.0861345382923,Mary Walters,Mary,Walters,134.09,True
Christina Davenport,140.07864311015246,Christina Davenport,Christina,Davenport,140.08,True
Brian Johnson,106.2343157114611,Brian Johnson,Brian,Johnson,106.23,True
Crystal Contreras,209.89391806628868,Crystal Contreras,Crystal,Contreras,209.89,True
Tanya Turner,232.36077592978592,Tanya Turner,Tanya,Turner,232.36,True
Katelyn Durham,34.86538886846275,Katelyn Durham,Katelyn,Durham,34.87,
Nathaniel Wilson,233.2345955626176,Nathaniel Wilson,Nathaniel,Wilson,233.23,True
Joseph Long,76.06925903035115,Joseph Long,Joseph,Long,76.07,
Mallory Hall,293.5445425204008,Mallory Hall,Mallory,Hall,293.54,True
Bianca Chavez,244.5409594813021,Bianca Chavez,Bianca,Chavez,244.54,True
Victoria Strickland,226.78695996261143,Victoria Strickland,Victoria,Strickland,226.79,True
Scott Jackson,44.25908098167508,Scott Jackson,Scott,Jackson,44.26,
Patrick Smith,186.5832669987113,Patrick Smith,Patrick,Smith,186.58,True
Samuel West,239.8842255451728,Samuel West,Samuel,West,239.88,True
Dr. Brian Baker,225.9694859700786,Brian Baker,Brian,Baker,225.97,True
Haley Baldwin,168.1890684627407,Haley Baldwin,Haley,Baldwin,168.19,True
Joanna Fernandez,40.509126546181704,Joanna Fernandez,Joanna,Fernandez,40.51,
Jeffrey Berg,36.85605931405711,Jeffrey Berg,Jeffrey,Berg,36.86,
Alexander Wilson,255.14501772114983,Alexander Wilson,Alexander,Wilson,255.15,True
David Fuller,263.54578495430906,David Fuller,David,Fuller,263.55,True
Laura Kramer,178.2939999246489,Laura Kramer,Laura,Kramer,178.29,True
Melinda Lambert,113.69536085566324,Melinda Lambert,Melinda,Lambert,113.7,True
April Cole,157.7590664255884,April Cole,April,Cole,157.76,True
Jill Thornton,167.46815474563445,Jill Thornton,Jill,Thornton,167.47,True
Holly Riley,204.6273975429279,Holly Riley,Holly,Riley,204.63,True
Beth Kim,11.012605271031028,Beth Kim,Beth,Kim,11.01,
Kelly Thomas,251.9575294646215,Kelly Thomas,Kelly,Thomas,251.96,True
Teresa James,119.0598332771257,Teresa James,Teresa,James,119.06,True
Jasmine Johnson,168.53592218926937,Jasmine Johnson,Jasmine,Johnson,168.54,True
Brian Wood,249.08314835258443,Brian Wood,Brian,Wood,249.08,True
Deborah Estes,181.1243035474768,Deborah Estes,Deborah,Estes,181.12,True
Jeremy Knight,267.9077518568401,Jeremy Knight,Jeremy,Knight,267.91,True
Abigail Mccoy,71.7936580410973,Abigail Mccoy,Abigail,Mccoy,71.79,
Chad Sellers,114.27086305734517,Chad Sellers,Chad,Sellers,114.27,True
James Terry,280.1620198315707,James Terry,James,Terry,280.16,True
Rachael Watson,46.35207578348602,Rachael Watson,Rachael,Watson,46.35,
Jeffrey Poole,61.75679400472088,Jeffrey Poole,Jeffrey,Poole,61.76,
Matthew Salazar,99.92305376320992,Matthew Salazar,Matthew,Salazar,99.92,
Christopher Small,94.26105368704384,Christopher Small,Christopher,Small,94.26,
Noah Smith,239.6347396982101,Noah Smith,Noah,Smith,239.63,True
Steven Mack,39.00781022690508,Steven Mack,Steven,Mack,39.01,
Casey Castillo,272.14004109001075,Casey Castillo,Casey,Castillo,272.14,True
Rachel Poole,283.77656564384534,Rachel Poole,Rachel,Poole,283.78,True
Karen Sutton,140.55029330183413,Karen Sutton,Karen,Sutton,140.55,True
John Martinez,289.2606726049949,John Martinez,John,Martinez,289.26,True
Michele Harrington,3.9974451132357434,Michele Harrington,Michele,Harrington,4.0,
Cheyenne Brown,253.11428172994945,Cheyenne Brown,Cheyenne,Brown,253.11,True
David Turner,121.41753596412693,David Turner,David,Turner,121.42,True
Brian Carter,78.8141056825308,Brian Carter,Brian,Carter,78.81,
Sheena Ward,292.8179830080357,Sheena Ward,Sheena,Ward,292.82,True
Anthony Carson,218.77349474540515,Anthony Carson,Anthony,Carson,218.77,True
Janet Zavala,17.08133565363864,Janet Zavala,Janet,Zavala,17.08,
Cynthia Smith,8.747993771207774,Cynthia Smith,Cynthia,Smith,8.75,
Carla Cannon,288.1884268870523,Carla Cannon,Carla,Cannon,288.19,True
Lacey Lopez,278.17292987177933,Lacey Lopez,Lacey,Lopez,278.17,True
Amy Copeland,269.01034953595763,Amy Copeland,Amy,Copeland,269.01,True
Kristin Jacobs,11.694910349373224,Kristin Jacobs,Kristin,Jacobs,11.69,
Antonio Ferguson,297.3314002665622,Antonio Ferguson,Antonio,Ferguson,297.33,True
Isabella Bush DDS,264.9846700471716,Isabella Bush DDS,Isabella,Bush,264.98,True
James Davidson,264.8193048411626,James Davidson,James,Davidson,264.82,True
Holly Mendoza,54.446070696454804,Holly Mendoza,Holly,Mendoza,54.45,
Jordan Lopez,66.64716664866421,Jordan Lopez,Jordan,Lopez,66.65,
Antonio Ryan,95.5859820646401,Antonio Ryan,Antonio,Ryan,95.59,
Raymond Ware,232.50519896143624,Raymond Ware,Raymond,Ware,232.51,True
Alexander Stafford,201.51424424105386,Alexander Stafford,Alexander,Stafford,201.51,True
Kevin Clayton,73.98622456540795,Kevin Clayton,Kevin,Clayton,73.99,
Kristen Rice,160.948201378214,Kristen Rice,Kristen,Rice,160.95,True
Joseph Moore,123.33708688922873,Joseph Moore,Joseph,Moore,123.34,True
Bryan Riley,103.92865671304688,Bryan Riley,Bryan,Riley,103.93,True
Diana Flores,143.13721572060425,Diana Flores,Diana,Flores,143.14,True
Kathryn Lawrence MD,78.3105730776657,Kathryn Lawrence MD,Kathryn,Lawrence,78.31,
Deanna Smith,249.6006637436731,Deanna Smith,Deanna,Smith,249.6,True
Nancy Miller,3.869209802911011,Nancy Miller,Nancy,Miller,3.87,
David Horton,34.62084961380686,David Horton,David,Horton,34.62,
Zachary Esparza,71.18403611060657,Zachary Esparza,Zachary,Esparza,71.18,
Victoria Moreno,255.7125245881881,Victoria Moreno,Victoria,Moreno,255.71,True
Douglas Skinner,275.5628849590267,Douglas Skinner,Douglas,Skinner,275.56,True
Timothy Spencer,115.22031685570772,Timothy Spencer,Timothy,Spencer,115.22,True
Daniel Oconnor,210.48078790036143,Daniel Oconnor,Daniel,Oconnor,210.48,True
Ryan Fitzgerald,158.77126433640447,Ryan Fitzgerald,Ryan,Fitzgerald,158.77,True
Natalie Martinez,136.07591767319434,Natalie Martinez,Natalie,Martinez,136.08,True
Joyce Hayes,9.323647262015012,Joyce Hayes,Joyce,Hayes,9.32,
Amber Morris,89.4578469895854,Amber Morris,Amber,Morris,89.46,
Tiffany Jackson,33.514493368613564,Tiffany Jackson,Tiffany,Jackson,33.51,
Tiffany Vasquez,253.2025600147121,Tiffany Vasquez,Tiffany,Vasquez,253.2,True
John Douglas,166.29672855750744,John Douglas,John,Douglas,166.3,True
William Reed,215.3055148977431,William Reed,William,Reed,215.31,True
Nicole James,141.19219408392382,Nicole James,Nicole,James,141.19,True
Mrs. Danielle Miller,141.05420369009227,Danielle Miller,Danielle,Miller,141.05,True
Sarah Miller,22.378339182248038,Sarah Miller,Sarah,Miller,22.38,
John Morrison,252.1654315063704,John Morrison,John,Morrison,252.17,True
Sarah Coleman,137.22297646194954,Sarah Coleman,Sarah,Coleman,137.22,True
Daniel Smith,49.99955025013101,Daniel Smith,Daniel,Smith,50.0,
Kurt Butler,93.24935852893043,Kurt Butler,Kurt,Butler,93.25,
Cody Becker,248.4317247374176,Cody Becker,Cody,Becker,248.43,True
Miss Molly Miller,210.39945793920208,Molly Miller,Molly,Miller,210.4,True
Craig Bailey,102.14272867370869,Craig Bailey,Craig,Bailey,102.14,True
Derrick Campbell,159.40481262068366,Derrick Campbell,Derrick,Campbell,159.4,True
Jennifer Ibarra,169.32221967203606,Jennifer Ibarra,Jennifer,Ibarra,169.32,True
Timothy Black,160.4213891935891,Timothy Black,Timothy,Black,160.42,True
Shawn Blanchard,159.5561394242964,Shawn Blanchard,Shawn,Blanchard,159.56,True
Brian Johnson,95.74294190841113,Brian Johnson,Brian,Johnson,95.74,
Patricia Gray,122.90082361099186,Patricia Gray,Patricia,Gray,122.9,True
James White,124.18373384535835,James White,James,White,124.18,True
William Smith,115.4835007798695,William Smith,William,Smith,115.48,True
Mrs. Hannah Cummings,206.37937784475872,Hannah Cummings,Hannah,Cummings,206.38,True
Philip Mills,149.7690572787848,Philip Mills,Philip,Mills,149.77,True
Emily Berry,194.85378681606878,Emily Berry,Emily,Berry,194.85,True
Casey Coffey,173.0530825141357,Casey Coffey,Casey,Coffey,173.05,True
Regina Johnson,1.366200221589764,Regina Johnson,Regina,Johnson,1.37,
Steven Waters,159.0953606307337,Steven Waters,Steven,Waters,159.1,True
Joshua Gonzalez,193.4520864096607,Joshua Gonzalez,Joshua,Gonzalez,193.45,True
Kimberly Green,240.8174556132182,Kimberly Green,Kimberly,Green,240.82,True
Thomas Nelson DDS,188.22142974147275,Thomas Nelson DDS,Thomas,Nelson,188.22,True
Robert Rivera DVM,252.7137124153299,Robert Rivera DVM,Robert,Rivera,252.71,True
Miss Michelle Lewis,219.53201106009703,Michelle Lewis,Michelle,Lewis,219.53,True
Linda Barajas,126.66953210814786,Linda Barajas,Linda,Barajas,126.67,True
Amber Jensen,87.74180917261788,Amber Jensen,Amber,Jensen,87.74,
John Owens,240.67084522479539,John Owens,John,Owens,240.67,True
Elizabeth Benitez,22.97631525678559,Elizabeth Benitez,Elizabeth,Benitez,22.98,
Sarah Smith,54.023028758125974,Sarah Smith,Sarah,Smith,54.02,
Jonathan Hernandez,113.64058807148577,Jonathan Hernandez,Jonathan,Hernandez,113.64,True
Benjamin Stevens,241.96313353589284,Benjamin Stevens,Benjamin,Stevens,241.96,True
Isaac Roth,64.0028356128482,Isaac Roth,Isaac,Roth,64.0,
Lauren Smith,191.04424103222058,Lauren Smith,Lauren,Smith,191.04,True
Nicole Duffy MD,169.92210562032713,Nicole Duffy MD,Nicole,Duffy,169.92,True
Emily Vega,102.17887341004018,Emily Vega,Emily,Vega,102.18,True
Jesse Stone,99.13220180765212,Jesse Stone,Jesse,Stone,99.13,
Nancy Lucas,277.22137504101124,Nancy Lucas,Nancy,Lucas,277.22,True
Thomas Horne,285.5453065054416,Thomas Horne,Thomas,Horne,285.55,True
Jo Humphrey,280.7676031681313,Jo Humphrey,Jo,Humphrey,280.77,True
Nicholas Marquez,247.2806898682677,Nicholas Marquez,Nicholas,Marquez,247.28,True
Cathy Todd,23.32822158319564,Cathy Todd,Cathy,Todd,23.33,
Vicki Harmon,155.36499267617256,Vicki Harmon,Vicki,Harmon,155.36,True
Brent Lloyd,74.12808306973234,Brent Lloyd,Brent,Lloyd,74.13,
Jonathan Hill,64.18574135883455,Jonathan Hill,Jonathan,Hill,64.19,
Timothy Kelly,106.24733922713637,Timothy Kelly,Timothy,Kelly,106.25,True
Donna Martinez,26.687212518452572,Donna Martinez,Donna,Martinez,26.69,
Tammy Miles,134.74800831659692,Tammy Miles,Tammy,Miles,134.75,True
Stephen Fields,270.2637015744345,Stephen Fields,Stephen,Fields,270.26,True
Paige Kemp,132.68893811541466,Paige Kemp,Paige,Kemp,132.69,True
Hannah Myers,97.02475645141956,Hannah Myers,Hannah,Myers,97.02,
Tanya Garcia,65.80094228700257,Tanya Garcia,Tanya,Garcia,65.8,
Elizabeth Moody,224.69178374107108,Elizabeth Moody,Elizabeth,Moody,224.69,True
Christina Murray,178.79626024506842,Christina Murray,Christina,Murray,178.8,True
Emma Berry,265.286691378044,Emma Berry,Emma,Berry,265.29,True
Rebecca Santos,40.213654466981566,Rebecca Santos,Rebecca,Santos,40.21,
Tammy Williams,113.8258857490021,Tammy Williams,Tammy,Williams,113.83,True
Lauren Zimmerman DDS,24.09907887080153,Lauren Zimmerman DDS,Lauren,Zimmerman,24.1,
Amy Reed,291.7156910253372,Amy Reed,Amy,Reed,291.72,True
Peter Holland,39.10990181376452,Peter Holland,Peter,Holland,39.11,
Stephen Martinez,5.998153471018987,Stephen Martinez,Stephen,Martinez,6.0,
Evan Martinez,71.83961188292677,Evan Martinez,Evan,Martinez,71.84,
Stephanie Smith,184.31462899484444,Stephanie Smith,Stephanie,Smith,184.31,True
Robert Schultz,79.44358020879051,Robert Schultz,Robert,Schultz,79.44,
Steven Price,249.50738477401694,Steven Price,Steven,Price,249.51,True
William Park,150.56233513794598,William Park,William,Park,150.56,True
Cole Butler,257.92547945736163,Cole Butler,Cole,Butler,257.93,True
Jessica Prince,199.10272478402072,Jessica Prince,Jessica,Prince,199.1,True
Brian Smith,269.7331691314246,Brian Smith,Brian,Smith,269.73,True
Mark Ortiz,64.53490182206589,Mark Ortiz,Mark,Ortiz,64.53,
Shane Garcia,232.92267902784158,Shane Garcia,Shane,Garcia,232.92,True
Tammy Lowe,163.4958411833702,Tammy Lowe,Tammy,Lowe,163.5,True
Bonnie Parsons,120.82401017463854,Bonnie Parsons,Bonnie,Parsons,120.82,True
Christopher Gross,190.4850751573359,Christopher Gross,Christopher,Gross,190.49,True
Jason Hawkins,281.2010934719439,Jason Hawkins,Jason,Hawkins,281.2,True
Diane Lee,190.39140179127384,Diane Lee,Diane,Lee,190.39,True
Jeffrey Rodriguez,171.7063904438659,Jeffrey Rodriguez,Jeffrey,Rodriguez,171.71,True
Destiny Thompson,69.95080058078712,Destiny Thompson,Destiny,Thompson,69.95,
Carol Johnston,20.229964816847048,Carol Johnston,Carol,Johnston,20.23,
Catherine Cline,196.00195123365398,Catherine Cline,Catherine,Cline,196.0,True
Joseph Bond,213.45086577396492,Joseph Bond,Joseph,Bond,213.45,True
Whitney Russell,93.70821740635424,Whitney Russell,Whitney,Russell,93.71,
Joseph Brown,177.53695417310985,Joseph Brown,Joseph,Brown,177.54,True
Andrea Cherry,218.9439696022796,Andrea Cherry,Andrea,Cherry,218.94,True
Ronnie James,11.30319990872335,Ronnie James,Ronnie,James,11.3,
Jesse Wagner,105.03912229429588,Jesse Wagner,Jesse,Wagner,105.04,True
Jennifer Johnson,25.246014643800464,Jennifer Johnson,Jennifer,Johnson,25.25,
Christina Miller,23.524750392335573,Christina Miller,Christina,Miller,23.52,
Amy Collins,216.3060304629333,Amy Collins,Amy,Collins,216.31,True
Nathaniel Curtis,180.00978497820861,Nathaniel Curtis,Nathaniel,Curtis,180.01,True
Joann Patel,226.89221192794628,Joann Patel,Joann,Patel,226.89,True
Daniel Gonzalez,296.9639688379291,Daniel Gonzalez,Daniel,Gonzalez,296.96,True
Donna Harris,112.1535852290518,Donna Harris,Donna,Harris,112.15,True
Patricia Gomez,61.97861251389423,Patricia Gomez,Patricia,Gomez,61.98,
Christopher Douglas,108.56704384439051,Christopher Douglas,Christopher,Douglas,108.57,True
Thomas Glover,192.6749796521636,Thomas Glover,Thomas,Glover,192.67,True
Ryan Fischer,176.88114475045143,Ryan Fischer,Ryan,Fischer,176.88,True
Briana Turner,77.99745822725251,Briana Turner,Briana,Turner,78.0,
Patrick Williams,205.52826277186128,Patrick Williams,Patrick,Williams,205.53,True
Kathryn Morris,258.33819689936814,Kathryn Morris,Kathryn,Morris,258.34,True
Jonathan Henry,216.62173181288804,Jonathan Henry,Jonathan,Henry,216.62,True
Jonathan Navarro,207.5050138820212,Jonathan Navarro,Jonathan,Navarro,207.51,True
Steven Ryan,98.0348848129487,Steven Ryan,Steven,Ryan,98.03,
Matthew Rodriguez,194.1558586376524,Matthew Rodriguez,Matthew,Rodriguez,194.16,True
Laurie Stewart,243.65850375541459,Laurie Stewart,Laurie,Stewart,243.66,True
Joseph Ramirez,208.5389862824236,Joseph Ramirez,Joseph,Ramirez,208.54,True
Eric Harris,215.3027448266442,Eric Harris,Eric,Harris,215.3,True
Amy Townsend,89.62083690911898,Amy Townsend,Amy,Townsend,89.62,
Jeffrey Gutierrez,91.68831325764968,Jeffrey Gutierrez,Jeffrey,Gutierrez,91.69,
Kenneth Zimmerman,227.64971427837673,Kenneth Zimmerman,Kenneth,Zimmerman,227.65,True
Jonathan Guerrero,20.03177993584454,Jonathan Guerrero,Jonathan,Guerrero,20.03,
James Thomas,81.77643056409543,James Thomas,James,Thomas,81.78,
James Bradshaw,233.69041321406047,James Bradshaw,James,Bradshaw,233.69,True
Edgar Moreno,279.0886498639038,Edgar Moreno,Edgar,Moreno,279.09,True
Margaret Roberts,119.90294490994287,Margaret Roberts,Margaret,Roberts,119.9,True
Mary Gonzales,5.041468473690525,Mary Gonzales,Mary,Gonzales,5.04,
Deborah Ortiz,251.11959480775363,Deborah Ortiz,Deborah,Ortiz,251.12,True
Jesse Thomas,23.194409163577625,Jesse Thomas,Jesse,Thomas,23.19,
Taylor Torres,114.30621704743379,Taylor Torres,Taylor,Torres,114.31,True
Jennifer Sampson,134.95509980855095,Jennifer Sampson,Jennifer,Sampson,134.96,True
Jennifer Shaffer,139.3268183482789,Jennifer Shaffer,Jennifer,Shaffer,139.33,True
Melanie Griffith,97.98733228783472,Melanie Griffith,Melanie,Griffith,97.99,
Michelle May,151.01336749678347,Michelle May,Michelle,May,151.01,True
Lori Morales,15.937100062696553,Lori Morales,Lori,Morales,15.94,
Alexandra Shelton,205.16980843042225,Alexandra Shelton,Alexandra,Shelton,205.17,True
